price_final,model_type,model_variant_final,ext_color_final,mileage_final,age,originality_final
91500.0,Convertible,90 Soft Top,Green,72068.0,28,Original & Highly Original
101000.0,Convertible,90 Soft Top,Green,20214.0,29,Original & Highly Original
63000.0,NAS 5-Speed,90 Soft Top,Red,102000.0,28,Original & Highly Original
32000.0,2.0L Mpi 5-Speed,90 Hard Top,Gray,155486.0,27,Restored-Modified
56500.0,300TDI 5-Speed,90 Wagon,Green,152000.0,28,Restored-Modified
66000.0,NAS 5-Speed,90 Soft Top,Yellow,105000.0,29,Original & Highly Original
57888.0,standard,90 Wagon,Green,57927.932846,35,Modified
42500.0,2.0L Mpi 5-Speed,90 Hard Top,Gray,55923.39,28,Restored-Original
34000.0,300TDI 5-Speed,90 Hard Top,White,129245.168,28,Restored-Original
51000.0,200TDI 5-Speed,90 Hard Top,Gray,400.0,32,Modified
55000.0,NAS 5-Speed,90 Soft Top,Yellow,86000.0,29,Modified
32000.0,2.0L Mpi 5-Speed,90 Hard Top,Gray,155486.0,27,Restored-Modified
51500.0,300TDI 5-Speed,110 Wagon,White,149129.04,28,Original & Highly Original
58000.0,300TDI 5-Speed,90 Wagon,Orange/Copper,95691.134,27,Restored-Modified
69500.0,standard,130,Green,3700.0,29,Original & Highly Original
48000.0,300TDI 5-Speed,90 Soft Top,Gray,126138.313,28,Restored-Original
90000.0,NAS 5-Speed,90 Soft Top,Red,23000.0,28,Original & Highly Original
57000.0,NAS,90 Wagon,White,152600.0,28,Restored-Modified
24000.0,standard,90 Hard Top,Silver,198600.0,27,Restored-Modified
76500.0,300TDI 5-Speed,110 Wagon,Silver,111225.409,26,Restored-Modified
90200.0,Land Rover Defender 90,90 Hard Top,Gray,0.0,33,Restored-Modified
42000.0,300TDI 5-Speed,90 Wagon,Blue,140429.846,26,Restored-Modified
115000.0,Custom,110 Wagon,Gray,0.0,29,Restomod & Custom
50000.0,2.0L Mpi 5-Speed,90 Hard Top,Brown,114953.635,27,Restored-Modified
62700.0,standard,110 Wagon,Gray,0.0,26,Restored-Modified
33000.0,Pickup 300TDI 5-Speed,90 Pickup,Green,83885.085,26,Original & Highly Original
35000.0,2.0L Mpi 5-Speed,90 Hard Top,Black,144779.443,26,Restored-Modified
91000.0,NAS 5-Speed,90 Soft Top,Red,23000.0,29,Original & Highly Original
73000.0,#41/500,110 Wagon,White,0.0,30,Restored-Original
55000.0,standard,110 Wagon,White,72751.0,43,Restored-Modified
35000.0,200TDI,90 Hard Top,White,93889.1581,32,Restored-Original
70000.0,2.5 Turbodiesel 5-Speed,90 Soft Top,Red,102021.040377,35,Restored-Original
36500.0,300TDI 5-Speed,90 Hard Top,Green,114332.264,28,Restored-Modified
55000.0,standard,110 Wagon,Blue,47800.0,27,Restored-Modified
68000.0,NAS 5-Speed,90 Soft Top,Yellow,105000.0,29,Original & Highly Original
42000.0,5-Speed,90 Hard Top,Black,7000.0,34,Restored-Modified
125000.0,NAS,110 Wagon,White,31000.0,30,Original & Highly Original
45000.0,300TDI 5-Speed,90 Soft Top,White,101283.0,28,Restored-Original
77000.0,300TDI 5-Speed,110 Wagon,Blue,700435.0,28,Restored-Modified
70000.0,200TDI 5-Speed,90 Hard Top,Gray,81399.601,31,Restored-Modified
95000.0,NAS 5-Speed,90 Soft Top,Red,46000.0,29,Original & Highly Original
52555.0,300TDI 5-Speed,110 Wagon,Green,95069.763,26,Original & Highly Original
95500.0,2.8L Turbodiesel 6-Speed,110 Hard Top,Gray,57000.0,36,Restored-Modified
75000.0,NAS 5-Speed,90 Soft Top,Yellow,39000.0,29,Restored-Original
85000.0,200TDI 5-Speed,90 Soft Top,Gray,117439.119,29,Restored-Modified
20250.0,Diesel 5-Speed,110 Hard Top,Green,66486.697,32,Restored-Original
55500.0,NAS,90 Soft Top,White,127000.0,28,Modified
41000.0,standard,90 Hard Top,White,231586.0,29,Restored-Original
102500.0,NAS 5-Speed,90 Soft Top,Gray,611.0,29,Restored-Modified
41000.0,200TDI 5-Speed,90 Hard Top,Green,106254.0,30,Restored-Original
34000.0,300TDI hi-Cap,110 Pickup - Single Cab,Green,121788.716,27,Restored-Original
85000.0,standard,90 Hard Top,Red,284339.0,30,Restored-Original
90200.0,Land Rover Defender 90,90 Hard Top,Gray,0.0,33,Restored-Modified
94110.0,NAS,110 Wagon,White,110000.0,30,Modified
115000.0,standard,110 Wagon,Gray,0.0,29,Restomod & Custom
80000.0,200TDI 5-Speed,90 Hard Top,Gray,3000.0,32,Restored-Modified
60000.0,NAS 5-Speed,90 Soft Top,Red,109000.0,29,Original & Highly Original
40250.0,200TDI 5-Speed,90 Hard Top,Gray,51573.793,32,Modified
61000.0,2.5 Turbodiesel 5-Speed,90 Hard Top,Green,22990.727,34,Restomod & Custom
80500.0,5-Speed,90 Soft Top,Green,66000.0,29,Original & Highly Original
85000.0,300TDI 5-Speed,110 Wagon,Gray,15000093206.0,27,Restored-Modified
65000.0,standard,90 Soft Top,Gold/Bronze,73343.0,31,Restored-Modified
112200.0,NAS by Tophat,110 Wagon,Orange/Copper,0.0,30,Restomod & Custom
77500.0,NAS 5-Speed,90 Soft Top,White,118000.0,29,Original & Highly Original
35000.0,300TDI,110 Wagon,White,71462.0,28,Restored-Modified
80500.0,NAS 5-Speed,90 Soft Top,Red,62000.0,29,Original & Highly Original
54000.0,300TDI 5-Speed,90 Hard Top,Green,0.0,27,Original & Highly Original
54000.0,NAS,90 Soft Top,Yellow,98315.0,28,Original & Highly Original
39000.0,200TDI 5-Speed,90 Hard Top,Gray,145400.814,32,Restored-Modified
110000.0,5-Speed,110 Wagon,Red,29000.0,35,Restored-Modified
35000.0,300TDI,110 Wagon,White,71462.0,28,Restored-Modified
46000.0,2.0L Mpi 5-Speed,90 Hard Top,Green,192625.01,27,Modified
83000.0,standard,130,Gray,111000.0,27,Restored-Original
175110.0,NAS,110 Wagon,White,28000.0,30,Original & Highly Original
67000.0,300TDI 5-Speed,110 Wagon,White,32001988.0,27,Restored-Original
87200.0,200TDI 5-Speed,110 Wagon,Red,4700.0,31,Restored-Original
80000.0,200TDI 5-Speed,90 Hard Top,Gray,3000.0,32,Restored-Modified
77500.0,#209/500,110 Wagon,White,83700.0,30,Original & Highly Original
58000.0,NAS 5-Speed,90 Wagon,Green,0.0,28,Original & Highly Original
62000.0,300TDI 5-Speed,110 Wagon,Gray,1300808.0,28,Restored-Modified
52509.0,200TDI 5-Speed,90 Hard Top,Gray,169012.912,30,Restored-Original
49000.0,Land Rover Defender 90,90 Hard Top,Black,174000.0,33,Restored-Modified
46000.0,2.0L Mpi,90 Hard Top,White,12100075186.0,26,Restored-Original
57000.0,standard,110 Wagon,Green,25669.0,30,Restored-Modified
57000.0,NAS 5-Speed,90 Soft Top,Blue,81000.0,29,Original & Highly Original
101000.0,200TDI 5-Speed,110 Hard Top,Beige,131.0,31,Restored-Modified
48000.0,NAS,90 Soft Top,Green,94200.0,28,Restored-Original
106000.0,200TDI 5-Speed,90 Hard Top,Blue,8200.0,32,Restored-Modified
60000.0,NAS,90 Wagon,White,88000.0,28,Restored-Original
53000.0,200TDI 5-Speed,90 Hard Top,Silver,10000062137.0,32,Restored-Modified
78500.0,300TDI 5-Speed,110 Wagon,Black,121167.345,27,Restored-Original
46200.0,standard,90 Wagon,White,0.0,28,Original & Highly Original
75000.0,NAS,90 Soft Top,White,76000.0,28,Original & Highly Original
63500.0,NAS,90 Soft Top,White,144000.0,28,Modified
49500.0,standard,90 Wagon,White,0.0,36,Modified
132000.0,"""Marlin"" Resto Mod",90 Soft Top,Blue,0.0,31,Restomod & Custom
49500.0,standard,90 Wagon,White,0.0,36,Modified
65000.0,200TDI 5-Speed,90 Hard Top,Gray,34175.0,32,Restored-Original
63500.0,300TDI 5-Speed,90 Soft Top,Blue,78000.0,27,Restored-Original
55500.0,200TDI,90 Hard Top,Red,101904.844,29,Restored-Original
85000.0,standard,110 Pickup - Double Cab,Silver,0.0,35,Restored-Modified
55000.0,standard,110 Wagon,White,72751.0,43,Restored-Modified
56000.0,NAS 5-Speed,90 Soft Top,Red,100000.0,29,Restored-Original
54000.0,NAS,90 Soft Top,Yellow,98315.0,28,Original & Highly Original
35000.0,200TDI 5-Speed,90 Hard Top,Green,163421.0,31,Restored-Original
159500.0,standard,90 Soft Top,Yellow,26706.0,26,Original & Highly Original
37551.0,200TDI 5-Speed,90 Hard Top,Orange/Copper,127000.0,31,Restored-Modified
48550.0,200TDI 5-Speed,90 Hard Top,Green,132973.0,32,Original & Highly Original
68000.0,5-Speed Custom,110 Wagon,Gray,139082.0,27,Restored-Modified
68000.0,5-Speed Custom,110 Wagon,Gray,139082.0,27,Restored-Modified
77100.0,200TDI 5-Speed,110 Wagon,Black,75185.891,30,Restored-Original
48000.0,200TDI 5-Speed w/Trailer,90 Hard Top,Gray,138000.0,30,Restored-Modified
65500.0,Pickup 300TDI 5-Speed,130,Green,187032.671,28,Restored-Modified
40600.0,standard,90 Wagon,Gray,75706.0,29,Restored-Original
40600.0,standard,90 Wagon,Gray,75706.0,29,Restored-Original
81000.0,200TDI 5-Speed,90 Soft Top,Black,102000.0,29,Restored-Modified
31000.0,standard,110 Soft Top,Silver,70000.0,32,Restored-Original
38250.0,Land Rover Defender 90,90 Hard Top,Gray,173362.509,33,Restored-Original
25750.0,Land Rover Defender 90 Pickup,90 Pickup,Black,129000.0,33,Modified
37600.0,300TDI 5-Speed,90 Pickup,Red,129245.168,28,Restored-Original
91500.0,NAS,90 Soft Top,Green,59000.0,28,Modified
49000.0,Land Rover Defender 90,90 Hard Top,Orange/Copper,20.0,33,Restored-Modified
37600.0,300TDI 5-Speed,90 Pickup,Red,129245.168,28,Restored-Original
75000.0,300TDI 5-Speed,90 Hard Top,White,173362.509,26,Original & Highly Original
181000.0,5-Speed,110 Wagon,Gold/Bronze,2700.0,37,Restomod & Custom
35000.0,5-Speed,90 Pickup,Blue,1100.0,28,Restored-Modified
77000.0,5-Speed,127,Green,42253.228,37,Restored-Original
66000.0,standard,110 Wagon,Green,0.0,30,Restored-Original
60500.0,standard,90 Hard Top,Green,0.0,31,Restored-Modified
68200.0,Convertible,110 Wagon,White,0.0,31,Restored-Modified
99800.0,Station Wagon,90 Wagon,Blue,58125.0,28,Original & Highly Original
83500.0,200TDI,110 Wagon,Red,0.0,30,Restored-Modified
88000.0,200TDI,90 Wagon,Green,0.0,28,Restored-Modified
37250.0,Hicap Pickup 5-Speed,110 Pickup - Single Cab,Gray,12700078914.0,34,Restored-Original
77500.0,NAS,110 Wagon,White,39477.0,30,Original & Highly Original
81000.0,200TDI 5-Speed,110 Wagon,Black,52817.0,31,Restored-Modified
60500.0,standard,90 Soft Top,Black,142280.0,32,Restored-Modified
103105.0,NAS 5-Speed,90 Soft Top,Blue,50000.0,29,Original & Highly Original
20000.0,Single-Cab Pickup,110 Pickup - Single Cab,Beige,33252.0,32,Restored-Original
43000.0,300TDI 5-Speed,110 Hard Top,Green,152857.266,28,Restored-Modified
50000.0,standard,90 Soft Top,Blue,55510.178285,32,Restored-Original
110000.0,Land Rover Defender 90 by Arkonik,90 Hard Top,Silver,3104.0,33,Restored-Original
29500.0,standard,110 Wagon,White,136500.0,27,Modified
132000.0,Beach Runner Sema Build,90 Soft Top,Blue,1000.0,36,Restomod & Custom
132000.0,Beach Runner Sema Build,90 Soft Top,Blue,1000.0,36,Restomod & Custom
33000.0,200TDI 5-Speed,90 Hard Top,Red,151614.524,30,Restored-Original
35250.0,200TDI 5-Speed,110 Soft Top,White,142293.959,31,Restored-Original
86000.0,NAS 5-Speed,90 Soft Top,Red,97000.0,29,Modified
105500.0,Pickup 5-Speed,130,Blue,157828.234,27,Restored-Original
105000.0,200TDI 5-Speed,90 Soft Top,Black,1100.0,32,Restored-Modified
82000.0,Pickup Camper,110 Pickup - Single Cab,Black,300.0,29,Restomod & Custom
55000.0,300TDI,90 Soft Top,Blue,93205.65,32,Restored-Modified
75000.0,NAS 5-Speed,90 Soft Top,Yellow,47000.0,29,Original & Highly Original
97500.0,NAS 5-Speed,90 Soft Top,Green,24000.0,29,Original & Highly Original
81500.0,NAS 5-Speed,90 Soft Top,Yellow,96000.0,28,Original & Highly Original
92000.0,NAS 5-Speed,90 Soft Top,Red,91000.0,29,Original & Highly Original
5000.0,With 300TDI Turbodiesel,110 Wagon,Blue,206652.0,29,Restored-Original
88000.0,NAS 5-Speed,110 Wagon,White,124000.0,30,Original & Highly Original
42000.0,300TDI 5-Speed,90 Hard Top,Green,150993.153,28,Restored-Original
51000.0,standard,110 Wagon,Gray,43499.076855,29,Restored-Original
58000.0,NAS,90 Soft Top,White,107000.0,29,Restored-Modified
87000.0,Pickup 300TDI 5-Speed,130,Gray,162177.831,28,Restored-Original
45000.0,standard,110 Wagon,Gold/Bronze,92000.0,32,Restored-Modified
96000.0,NAS 5-Speed,90 Soft Top,Green,50000.0,28,Original & Highly Original
68000.0,standard,110 Wagon,White,114332.264,31,Restored-Modified
70000.0,standard,110 Pickup - Double Cab,Gray,93463.518965,29,Restored-Modified
41000.0,300TDI 5-Speed,90 Hard Top,White,103768.957,27,Restored-Original
37600.0,300TDI 5-Speed,90 Pickup,Red,129245.168,28,Restored-Original
91000.0,standard,110 Wagon,Orange/Copper,241000.0,31,Restomod & Custom
51000.0,standard,110 Wagon,Gray,43499.076855,29,Restored-Original
123000.0,4.6L 5-Speed,90 Hard Top,Black,2900.0,34,Restored-Modified
132222.0,NAS 5-Speed,110 Wagon,White,166000.0,30,Original & Highly Original
44000.0,NAS 5-Speed,90 Wagon,Green,121788.716,35,Restored-Original
149900.0,200TDI 5-Speed,110 Wagon,White,2603.0,32,Restored-Modified
110000.0,300TDI,110 Wagon,Blue,32001988.0,27,Restored-Modified
88500.0,NAS,90 Soft Top,Yellow,46000.0,26,Original & Highly Original
40500.0,300TDI 5-Speed,110 Wagon,White,183304.445,28,Restored-Modified
28000.0,standard,90 Hard Top,Gray,124400.0,36,Restored-Modified
85500.0,NAS 5-Speed,90 Soft Top,Black,71000.0,28,Original & Highly Original
44500.0,200TDI 5-Speed,90 Hard Top,Green,3000.0,32,Restored-Original
77000.0,300TDI 5-Speed,90 Soft Top,Red,67108.068,28,Restored-Modified
33500.0,standard,90 Hard Top,Green,79846.1735,31,Modified
68100.0,NAS,90 Soft Top,Red,128000.0,29,Modified
58500.0,NAS 5-Speed,90 Soft Top,Black,101000.0,29,Modified
20000.0,Single-Cab Pickup,110 Pickup - Single Cab,Beige,33252.0,32,Restored-Original
62500.0,NAS 5-Speed,90 Soft Top,Green,212000.0,29,Restored-Original
55000.0,standard,110 Wagon,Blue,0.0,30,Unable to Determine
46200.0,Custom SUV,90 Hard Top,Green,0.0,35,Restomod & Custom
27500.0,standard,110 Wagon,Green,0.0,28,Unable to Determine
37400.0,standard,90 Soft Top,Yellow,0.0,31,Restored-Modified
73000.0,NAS Station Wagon,90 Wagon,White,106294.0,28,Original & Highly Original
103000.0,NAS 5-Speed,110 Wagon,White,111000.0,30,Modified
111690.0,NAS 5-Speed,90 Soft Top,Red,20000.0,29,Original & Highly Original
87000.0,Beach Runner,110 Soft Top,White,118681.861,32,Restored-Modified
101000.0,by Arkonik,110 Hard Top,Green,2389.0,31,Restored-Modified
37500.0,standard,110 Wagon,Black,2547.0,35,Restored-Modified
70000.0,NAS,90 Soft Top,Red,89626.0,29,Modified
45000.0,standard,90 Wagon,Orange/Copper,0.0,36,Restored-Modified
85000.0,NAS 5-Speed,90 Soft Top,Red,45000.0,29,Original & Highly Original
63500.0,200TDI,110 Wagon,Gray,134216.136,30,Restored-Modified
73111.0,NAS Soft Top,90 Soft Top,Yellow,87900.0,29,Restored-Modified
69000.0,NAS,90 Wagon,White,108000.0,28,Restored-Modified
82000.0,X,110,Gray,1700.0,3,Original & Highly Original
72000.0,NAS,90 Soft Top,Yellow,86000.0,26,Restored-Original
187000.0,standard,110 Wagon,Yellow,0.0,34,Modified
106400.0,standard,130,Black,1198.0,30,Restored-Original
116700.0,300TDI 5-Speed,90 Soft Top,Black,62758.471,27,Restored-Modified
40000.0,200TDI 5-Speed,110 Wagon,Blue,77671.375,30,Restored-Modified
87000.0,NAS 5-Speed,110 Wagon,White,182000.0,30,Original & Highly Original
72000.0,Land Rover Defender 110,110 Soft Top,White,101779.948429,33,Restored-Original
53000.0,standard,110 Wagon,Green,108600.0,27,Modified
40751.0,200TDI 5-Speed,90 Hard Top,White,91341.537,30,Original & Highly Original
100000.0,NAS 5-Speed,90 Soft Top,Red,79000.0,29,Original & Highly Original
50000.0,standard,90 Hard Top,Red,129445.249462,28,Unable to Determine
66000.0,Crew Cab,110 Wagon,Yellow,164560.0,37,Restored-Original
60500.0,standard,90 Hard Top,Gray,0.0,28,Restored-Original
45500.0,200TDI 5-Speed,90 Hard Top,Blue,124274.2,32,Restored-Modified
46750.0,200TDI 5-Speed,90 Hard Top,Red,11806.049,31,Restored-Original
70000.0,standard,110 Wagon,Red,34175.405,32,Restored-Modified
115000.0,6-Speed,110 Wagon,Gray,19000.0,32,Restomod & Custom
160000.0,200TDI 5-Speed,90 Soft Top,Green,31.0,30,Restored-Modified
56500.0,300TDI,110 Wagon,Red,34175.405,32,Restored-Modified
75500.0,standard,130,Gray,20.0,28,Restored-Modified
139888.0,V8 5-Speed,110 Wagon,Silver,5000.0,37,Restomod & Custom
53500.0,standard,90 Soft Top,Green,137323.0,29,Restored-Modified
85500.0,NAS Limited Edition,90 Wagon,Gray,85000.0,26,Restored-Original
103000.0,NAS 5-Speed,90 Soft Top,Green,37000.0,28,Modified
57500.0,Crew Cab,110 Pickup - Double Cab,Black,120367.0,30,Restored-Modified
77500.0,NAS 5-Speed,90 Wagon,Blue,67000.0,28,Original & Highly Original
88000.0,Custom SUV,110 Wagon,White,0.0,31,Restomod & Custom
68200.0,Convertible,110 Wagon,White,0.0,31,Restored-Modified
81000.0,Beach Runner,110 Soft Top,Green,111225.409,32,Restored-Original
50000.0,Imported From Italy,90 Hard Top,Gray,116250.0,28,Restored-Original
71500.0,Custom SUV,90 Wagon,Gray,0.0,26,Original & Highly Original
62500.0,standard,110 Wagon,White,81399.601,30,Restored-Original
85000.0,NAS 5-Speed,90 Soft Top,White,27000.0,28,Modified
62700.0,NAS,110 Wagon,Black,6000.0,30,Restomod & Custom
90000.0,Pickup 300TDI 5-Speed,130,Green,82020.972,28,Restored-Original
124000.0,standard,110 Wagon,Beige,650.0,28,Restomod & Custom
85000.0,standard,110 Wagon,Green,69000.0,38,Restomod & Custom
81000.0,NAS 5-Speed For Charity,90 Soft Top,Black,52000.0,28,Original & Highly Original
55000.0,Fire Truck,110 Wagon,Red,131108146.0,31,Original & Highly Original
75500.0,200TDI 5-Speed,110 Wagon,Red,800.0,30,Restored-Original
53000.0,2.0L Mpi,90 Soft Top,Blue,132352.02300000002,28,Restomod & Custom
50600.0,Country Station Wagon,110 Wagon,Green,53558.0,40,Restored-Modified
60480.0,NAS,90 Soft Top,Yellow,0.0,29,Original & Highly Original
65000.0,Land Rover Defender 110,110 Wagon,White,34175.405,33,Restored
96800.0,NAS,90 Soft Top,White,75000.0,29,Original & Highly Original
